frame,candidate_index,kind,u_px,v_px,l_value,a_delta,b_delta,halo_kind,halo_distance_px,halo_u_px,halo_v_px,halo_area,halo_mean_a_delta
448,18,unknown,675.0,404.0,188,3,2,none,,,,,
448,19,unknown,560.0,391.0,187,2,3,none,,,,,
448,20,unknown,589.0,377.0,186,3,5,none,,,,,
448,21,unknown,568.0,382.0,186,1,3,none,,,,,
448,22,unknown,579.0,384.0,185,3,5,none,,,,,
448,23,unknown,478.0,268.0,182,-1,4,none,,,,,
448,24,unknown,478.0,231.0,181,0,5,none,,,,,
448,25,unknown,654.0,322.0,180,3,2,none,,,,,
448,26,unknown,624.0,340.0,180,1,3,none,,,,,
448,27,unknown,477.0,355.0,178,-1,4,none,,,,,
448,28,unknown,477.0,419.0,173,-1,3,none,,,,,
448,29,unknown,479.0,155.0,171,-1,4,none,,,,,
448,30,unknown,477.0,430.0,168,-1,3,none,,,,,
448,31,unknown,477.0,443.0,166,-1,3,none,,,,,
448,32,unknown,408.0,156.0,164,-1,6,none,,,,,
448,33,unknown,476.0,488.0,162,-1,3,none,,,,,
448,34,unknown,769.0,352.0,151,-1,4,none,,,,,
448,35,unknown,376.0,296.0,150,-1,5,none,,,,,
448,36,unknown,769.0,376.0,150,0,2,none,,,,,
448,37,unknown,645.0,311.0,148,0,2,none,,,,,
448,38,unknown,571.0,365.0,148,0,2,none,,,,,
448,39,unknown,580.0,358.0,147,1,0,none,,,,,
448,40,unknown,770.0,192.0,146,0,5,none,,,,,
448,41,unknown,553.0,379.0,146,0,1,none,,,,,
448,42,unknown,587.0,353.0,145,0,1,none,,,,,
448,43,unknown,547.0,383.0,145,-1,2,none,,,,,
448,44,unknown,769.0,444.0,145,-1,4,none,,,,,
448,45,unknown,636.0,317.0,144,2,1,none,,,,,
448,46,unknown,544.0,408.0,144,-1,2,none,,,,,
448,47,unknown,616.0,331.0,143,0,2,none,,,,,
448,48,unknown,583.0,279.0,138,-1,4,none,,,,,
448,49,unknown,559.0,428.0,137,1,0,none,,,,,
448,50,unknown,464.0,484.0,134,-1,1,none,,,,,
448,51,unknown,681.0,418.0,130,-1,2,none,,,,,
448,52,unknown,666.0,437.0,130,-1,3,none,,,,,
448,53,unknown,980.0,368.0,118,1,5,none,,,,,
448,54,unknown,979.0,532.0,118,0,3,none,,,,,
448,55,unknown,677.0,336.0,117,-1,2,none,,,,,
448,56,unknown,940.0,431.0,117,0,1,none,,,,,
448,57,unknown,605.0,477.0,110,0,0,none,,,,,
470,0,unknown,701.0,391.0,252,-7,3,none,,,,,
470,1,unknown,610.0,455.0,206,1,4,none,,,,,
470,2,unknown,698.0,384.0,205,1,3,none,,,,,
470,3,unknown,603.0,461.0,204,3,2,none,,,,,
470,4,unknown,627.0,441.0,201,2,5,none,,,,,
470,5,unknown,647.0,425.0,200,2,3,none,,,,,
470,6,unknown,596.0,454.0,200,2,3,none,,,,,
470,7,unknown,654.0,419.0,194,2,3,none,,,,,
470,8,unknown,560.0,407.0,193,3,5,none,,,,,
470,9,unknown,568.0,418.0,193,3,3,none,,,,,
470,10,unknown,596.0,360.0,191,3,3,none,,,,,
470,11,unknown,691.0,374.0,191,3,3,none,,,,,
470,12,unknown,676.0,402.0,191,3,3,none,,,,,
470,13,unknown,478.0,316.0,186,-1,4,none,,,,,
470,14,unknown,653.0,318.0,185,-1,2,none,,,,,
470,15,unknown,666.0,338.0,182,2,3,none,,,,,
470,16,unknown,971.0,512.0,182,1,-4,none,,,,,
470,17,unknown,478.0,329.0,181,-1,5,none,,,,,
470,18,unknown,971.0,524.0,181,0,-4,none,,,,,
470,19,unknown,478.0,291.0,180,0,4,none,,,,,
470,20,unknown,478.0,341.0,180,-2,4,none,,,,,
470,21,unknown,962.0,511.0,180,2,-4,none,,,,,
470,22,unknown,644.0,324.0,179,1,3,none,,,,,
470,23,unknown,623.0,339.0,179,3,1,none,,,,,
470,24,unknown,961.0,492.0,179,3,-4,none,,,,,
470,25,unknown,970.0,532.0,179,2,-4,none,,,,,
470,26,unknown,634.0,331.0,178,1,3,none,,,,,
470,27,unknown,477.0,391.0,177,1,2,none,,,,,
470,28,unknown,477.0,420.0,175,1,2,none,,,,,
470,29,unknown,656.0,393.0,173,1,7,none,,,,,
470,30,unknown,973.0,255.0,172,0,0,none,,,,,
470,31,unknown,478.0,371.0,166,-1,4,none,,,,,
470,32,unknown,476.0,527.0,166,0,1,none,,,,,
470,33,unknown,408.0,155.0,150,-1,4,none,,,,,
470,34,unknown,770.0,272.0,150,-1,5,none,,,,,
470,35,unknown,589.0,350.0,150,0,1,none,,,,,
470,36,unknown,552.0,378.0,148,0,2,none,,,,,
470,37,unknown,770.0,252.0,147,-1,5,none,,,,,
470,38,unknown,770.0,296.0,147,-1,5,none,,,,,
470,39,unknown,537.0,389.0,146,0,2,none,,,,,
470,40,unknown,627.0,322.0,145,0,1,none,,,,,
470,41,unknown,621.0,326.0,145,0,1,none,,,,,
470,42,unknown,569.0,365.0,144,0,1,none,,,,,
470,43,unknown,464.0,248.0,143,-2,6,none,,,,,
470,44,unknown,579.0,357.0,143,0,2,none,,,,,
470,45,unknown,769.0,365.0,143,-1,4,none,,,,,
470,46,unknown,444.0,179.0,141,0,6,none,,,,,
470,47,unknown,498.0,345.0,141,-1,4,none,,,,,
470,48,unknown,510.0,372.0,140,0,1,none,,,,,
470,49,unknown,551.0,415.0,139,-1,3,none,,,,,
470,50,unknown,584.0,279.0,137,1,2,none,,,,,
470,51,unknown,499.0,424.0,137,-1,3,none,,,,,
470,52,unknown,581.0,193.0,136,0,5,none,,,,,
470,53,unknown,551.0,431.0,136,-1,3,none,,,,,
470,54,unknown,563.0,431.0,136,0,2,none,,,,,
470,55,unknown,610.0,321.0,135,-2,4,none,,,,,
470,56,unknown,568.0,438.0,132,0,1,none,,,,,
470,57,unknown,672.0,308.0,131,-1,5,none,,,,,
470,58,unknown,711.0,370.0,130,-1,5,none,,,,,
470,59,unknown,703.0,400.0,130,0,5,none,,,,,
470,60,unknown,694.0,405.0,130,-1,2,none,,,,,
470,61,unknown,667.0,431.0,130,0,2,none,,,,,
470,62,unknown,655.0,452.0,129,0,2,none,,,,,
470,63,unknown,581.0,463.0,127,0,0,none,,,,,
470,64,unknown,716.0,463.0,124,0,2,none,,,,,
470,65,unknown,859.0,319.0,123,1,4,none,,,,,
470,66,unknown,848.0,448.0,122,0,4,none,,,,,
470,67,unknown,937.0,334.0,117,0,3,none,,,,,
470,68,unknown,979.0,532.0,117,1,2,none,,,,,
470,69,unknown,606.0,474.0,106,0,0,none,,,,,
476,0,red,704.0,399.0,130,1,5,red,6.784074633953634,703.2248520710059,392.2603550295858,9,18.77777777777778
476,1,unknown,611.0,454.0,207,1,3,none,,,,,
476,2,unknown,602.0,460.0,205,0,1,none,,,,,
476,3,unknown,644.0,427.0,201,4,1,none,,,,,
476,4,unknown,633.0,436.0,201,1,3,none,,,,,
476,5,unknown,623.0,444.0,200,2,4,none,,,,,
476,6,unknown,587.0,366.0,192,2,0,none,,,,,
476,7,unknown,560.0,405.0,192,3,5,none,,,,,
476,8,unknown,602.0,355.0,190,3,2,none,,,,,
476,9,unknown,579.0,372.0,188,2,2,none,,,,,
476,10,unknown,654.0,317.0,186,0,0,none,,,,,
476,11,unknown,682.0,360.0,185,3,3,none,,,,,
476,12,unknown,567.0,381.0,185,3,1,none,,,,,
476,13,unknown,479.0,320.0,182,0,4,none,,,,,
476,14,unknown,479.0,311.0,181,0,5,none,,,,,
476,15,unknown,636.0,329.0,178,1,3,none,,,,,
476,16,unknown,616.0,370.0,178,5,5,none,,,,,
476,17,unknown,477.0,506.0,171,0,2,none,,,,,
476,18,unknown,974.0,155.0,166,-1,2,none,,,,,
476,19,unknown,964.0,155.0,161,0,0,none,,,,,
476,20,unknown,478.0,456.0,160,1,0,none,,,,,
476,21,unknown,648.0,307.0,151,0,2,none,,,,,
476,22,unknown,538.0,388.0,148,0,1,none,,,,,
476,23,unknown,538.0,395.0,148,0,1,none,,,,,
476,24,unknown,769.0,454.0,147,0,2,none,,,,,
476,25,unknown,386.0,155.0,146,-2,4,none,,,,,
476,26,unknown,771.0,246.0,146,0,4,none,,,,,
476,27,unknown,583.0,354.0,146,0,2,none,,,,,
476,28,unknown,572.0,362.0,146,0,1,none,,,,,
476,29,unknown,554.0,376.0,146,0,2,none,,,,,
476,30,unknown,404.0,155.0,145,-2,4,none,,,,,
476,31,unknown,659.0,304.0,145,0,1,none,,,,,
476,32,unknown,607.0,336.0,145,0,1,none,,,,,
476,33,unknown,423.0,164.0,143,0,6,none,,,,,
476,34,unknown,470.0,269.0,143,-1,4,none,,,,,
476,35,unknown,468.0,155.0,141,-1,4,none,,,,,
476,36,unknown,446.0,179.0,141,0,6,none,,,,,
476,37,unknown,453.0,179.0,141,0,6,none,,,,,
476,38,unknown,529.0,401.0,138,0,2,none,,,,,
476,39,unknown,554.0,417.0,138,0,2,none,,,,,
476,40,unknown,584.0,258.0,137,0,5,none,,,,,
476,41,unknown,584.0,266.0,137,0,5,none,,,,,
476,42,unknown,584.0,274.0,137,0,5,none,,,,,
476,43,unknown,581.0,193.0,136,0,5,none,,,,,
476,44,unknown,611.0,320.0,135,-2,4,none,,,,,
476,45,unknown,464.0,464.0,135,-2,4,none,,,,,
476,46,unknown,563.0,429.0,134,0,1,none,,,,,
476,47,unknown,520.0,461.0,134,-1,3,none,,,,,
476,48,unknown,692.0,347.0,130,0,4,none,,,,,
476,49,unknown,669.0,429.0,130,-1,3,none,,,,,
476,50,unknown,664.0,436.0,130,-1,2,none,,,,,
476,51,unknown,604.0,490.0,130,-1,2,none,,,,,
476,52,unknown,587.0,466.0,127,0,0,none,,,,,
476,53,unknown,672.0,323.0,122,0,5,none,,,,,
476,54,unknown,898.0,446.0,120,0,4,none,,,,,
476,55,unknown,981.0,486.0,119,1,6,none,,,,,
476,56,unknown,980.0,532.0,119,1,4,none,,,,,
476,57,unknown,934.0,393.0,118,0,4,none,,,,,
476,58,unknown,983.0,155.0,117,-1,4,none,,,,,
486,0,green,692.0,369.0,191,5,0,green,17.654777637592478,705.9832285115303,379.77777777777777,21,-22.714285714285715
486,1,red,686.0,411.0,132,-1,3,red,23.568728722494953,701.4555160142348,393.20640569395016,14,20.071428571428573
486,2,red,708.0,395.0,129,1,5,red,6.785812491856164,701.4555160142348,393.20640569395016,14,20.071428571428573
486,3,green,713.0,379.0,117,-2,4,green,7.059746482204982,705.9832285115303,379.77777777777777,21,-22.714285714285715
486,4,unknown,612.0,452.0,206,3,2,none,,,,,
486,5,unknown,604.0,458.0,205,2,1,none,,,,,
486,6,unknown,624.0,442.0,200,2,4,none,,,,,
486,7,unknown,647.0,423.0,199,2,3,none,,,,,
486,8,unknown,658.0,415.0,195,2,2,none,,,,,
486,9,unknown,599.0,356.0,193,1,2,none,,,,,
486,10,unknown,669.0,406.0,193,2,3,none,,,,,
486,11,unknown,557.0,396.0,187,2,4,none,,,,,
486,12,unknown,563.0,383.0,186,1,2,none,,,,,
486,13,unknown,678.0,349.0,182,2,3,none,,,,,
486,14,unknown,682.0,358.0,182,3,5,none,,,,,
486,15,unknown,963.0,490.0,181,0,-2,none,,,,,
486,16,unknown,482.0,191.0,180,0,5,none,,,,,
486,17,unknown,481.0,271.0,180,0,5,none,,,,,
486,18,unknown,963.0,502.0,180,0,-2,none,,,,,
486,19,unknown,656.0,316.0,179,1,3,none,,,,,
486,20,unknown,642.0,324.0,179,3,1,none,,,,,
486,21,unknown,973.0,488.0,179,2,-4,none,,,,,
486,22,unknown,482.0,215.0,178,-2,5,none,,,,,
486,23,unknown,480.0,365.0,178,0,2,none,,,,,
486,24,unknown,678.0,376.0,178,4,7,none,,,,,
486,25,unknown,975.0,353.0,177,2,-3,none,,,,,
486,26,unknown,974.0,424.0,177,2,-3,none,,,,,
486,27,unknown,481.0,256.0,172,0,4,none,,,,,
486,28,unknown,976.0,240.0,171,-1,2,none,,,,,
486,29,unknown,965.0,321.0,170,0,-2,none,,,,,
486,30,unknown,480.0,340.0,169,-1,4,none,,,,,
486,31,unknown,481.0,249.0,165,0,5,none,,,,,
486,32,unknown,479.0,479.0,165,0,2,none,,,,,
486,33,unknown,478.0,520.0,165,0,2,none,,,,,
486,34,unknown,478.0,532.0,165,-1,2,none,,,,,
486,35,unknown,966.0,171.0,164,-1,-3,none,,,,,
486,36,unknown,648.0,306.0,150,0,1,none,,,,,
486,37,unknown,554.0,375.0,148,0,1,none,,,,,
486,38,unknown,601.0,340.0,147,0,2,none,,,,,
486,39,unknown,588.0,349.0,145,1,0,none,,,,,
486,40,unknown,772.0,358.0,145,0,1,none,,,,,
486,41,unknown,540.0,394.0,144,0,1,none,,,,,
486,42,unknown,555.0,414.0,143,0,1,none,,,,,
486,43,unknown,772.0,298.0,141,-1,4,none,,,,,
486,44,unknown,771.0,399.0,140,0,2,none,,,,,
486,45,unknown,528.0,403.0,138,0,2,none,,,,,
486,46,unknown,563.0,425.0,138,1,0,none,,,,,
486,47,unknown,568.0,432.0,133,0,2,none,,,,,
486,48,unknown,521.0,462.0,133,0,1,none,,,,,
486,49,unknown,693.0,344.0,131,-1,5,none,,,,,
486,50,unknown,680.0,418.0,131,-2,4,none,,,,,
486,51,unknown,593.0,468.0,130,0,0,none,,,,,
486,52,unknown,732.0,393.0,126,-1,4,none,,,,,
486,53,unknown,679.0,330.0,118,0,4,none,,,,,
486,54,unknown,990.0,512.0,115,0,4,none,,,,,
486,55,unknown,990.0,532.0,111,2,2,none,,,,,
561,0,unknown,691.0,397.0,229,1,1,none,,,,,
561,1,unknown,611.0,453.0,208,2,3,none,,,,,
561,2,unknown,638.0,431.0,198,3,2,none,,,,,
561,3,unknown,656.0,417.0,197,2,2,none,,,,,
561,4,unknown,668.0,407.0,194,3,3,none,,,,,
561,5,unknown,605.0,352.0,190,3,3,none,,,,,
561,6,unknown,689.0,354.0,187,4,3,none,,,,,
561,7,unknown,695.0,363.0,187,3,4,none,,,,,
561,8,unknown,558.0,387.0,187,0,4,none,,,,,
561,9,unknown,663.0,316.0,181,3,3,none,,,,,
561,10,unknown,668.0,323.0,180,3,2,none,,,,,
561,11,unknown,672.0,329.0,180,0,2,none,,,,,
561,12,unknown,629.0,334.0,180,3,3,none,,,,,
561,13,unknown,968.0,463.0,180,2,-4,none,,,,,
561,14,unknown,681.0,343.0,179,3,3,none,,,,,
561,15,unknown,968.0,506.0,179,2,-4,none,,,,,
561,16,unknown,977.0,515.0,179,3,-5,none,,,,,
561,17,unknown,977.0,521.0,179,2,-4,none,,,,,
561,18,unknown,650.0,318.0,178,1,3,none,,,,,
561,19,unknown,485.0,367.0,177,0,2,none,,,,,
561,20,unknown,969.0,403.0,174,2,-4,none,,,,,
561,21,unknown,980.0,410.0,174,3,-2,none,,,,,
561,22,unknown,981.0,320.0,173,1,-1,none,,,,,
561,23,unknown,970.0,328.0,173,1,-3,none,,,,,
561,24,unknown,981.0,300.0,172,-1,0,none,,,,,
561,25,unknown,981.0,312.0,172,1,-1,none,,,,,
561,26,unknown,970.0,315.0,172,1,-3,none,,,,,
561,27,unknown,485.0,387.0,170,1,2,none,,,,,
561,28,unknown,488.0,159.0,167,0,5,none,,,,,
561,29,unknown,982.0,212.0,167,1,0,none,,,,,
561,30,unknown,971.0,270.0,167,-1,-2,none,,,,,
561,31,unknown,483.0,516.0,164,0,1,none,,,,,
561,32,unknown,983.0,155.0,163,2,-2,none,,,,,
561,33,unknown,654.0,302.0,152,0,2,none,,,,,
561,34,unknown,646.0,307.0,150,1,0,none,,,,,
561,35,unknown,774.0,528.0,150,2,1,none,,,,,
561,36,unknown,555.0,374.0,148,0,1,none,,,,,
561,37,unknown,779.0,199.0,147,0,4,none,,,,,
561,38,unknown,778.0,235.0,147,-1,4,none,,,,,
561,39,unknown,777.0,325.0,146,0,2,none,,,,,
561,40,unknown,599.0,341.0,146,0,1,none,,,,,
561,41,unknown,776.0,400.0,145,0,2,none,,,,,
561,42,unknown,618.0,327.0,143,0,1,none,,,,,
561,43,unknown,545.0,390.0,143,0,1,none,,,,,
561,44,unknown,776.0,383.0,139,0,2,none,,,,,
561,45,unknown,459.0,403.0,138,0,2,none,,,,,
561,46,unknown,560.0,414.0,137,1,0,none,,,,,
561,47,unknown,584.0,447.0,130,0,0,none,,,,,
561,48,unknown,599.0,468.0,130,-1,2,none,,,,,
561,49,unknown,595.0,532.0,130,-1,2,none,,,,,
561,50,unknown,730.0,389.0,126,1,2,none,,,,,
561,51,unknown,828.0,167.0,123,1,4,none,,,,,
561,52,unknown,990.0,315.0,119,0,4,none,,,,,
561,53,unknown,990.0,303.0,118,0,4,none,,,,,
561,54,unknown,986.0,532.0,118,0,4,none,,,,,
561,55,unknown,989.0,355.0,117,0,4,none,,,,,
561,56,unknown,989.0,383.0,116,1,5,none,,,,,
590,0,red,679.0,400.0,196,4,1,red,7.5298290568607245,685.7342192691029,403.3687707641196,14,21.5
590,1,red,669.0,408.0,193,4,1,red,17.363247932967198,685.7342192691029,403.3687707641196,14,21.5
590,2,unknown,614.0,452.0,206,2,2,none,,,,,
590,3,unknown,639.0,431.0,201,2,4,none,,,,,
590,4,unknown,597.0,435.0,201,3,4,none,,,,,
590,5,unknown,602.0,442.0,201,2,3,none,,,,,
590,6,unknown,631.0,438.0,198,4,2,none,,,,,
590,7,unknown,577.0,409.0,194,3,2,none,,,,,
590,8,unknown,613.0,347.0,193,1,2,none,,,,,
590,9,unknown,567.0,396.0,192,3,2,none,,,,,
590,10,unknown,598.0,358.0,191,4,1,none,,,,,
590,11,unknown,591.0,363.0,191,2,1,none,,,,,
590,12,unknown,623.0,428.0,191,3,5,none,,,,,
590,13,unknown,689.0,350.0,187,4,2,none,,,,,
590,14,unknown,563.0,390.0,187,2,2,none,,,,,
590,15,unknown,570.0,379.0,186,0,5,none,,,,,
590,16,unknown,489.0,267.0,184,1,2,none,,,,,
590,17,unknown,490.0,195.0,183,0,5,none,,,,,
590,18,unknown,663.0,311.0,182,2,1,none,,,,,
590,19,unknown,970.0,516.0,182,2,-4,none,,,,,
590,20,unknown,980.0,532.0,181,2,-3,none,,,,,
590,21,unknown,675.0,330.0,180,2,4,none,,,,,
590,22,unknown,488.0,344.0,180,0,1,none,,,,,
590,23,unknown,982.0,428.0,180,1,-3,none,,,,,
590,24,unknown,971.0,463.0,180,2,-4,none,,,,,
590,25,unknown,970.0,529.0,180,2,-4,none,,,,,
590,26,unknown,682.0,340.0,177,3,3,none,,,,,
590,27,unknown,983.0,362.0,177,1,-3,none,,,,,
590,28,unknown,982.0,404.0,177,1,-2,none,,,,,
590,29,unknown,971.0,435.0,177,1,-3,none,,,,,
590,30,unknown,983.0,370.0,175,2,-5,none,,,,,
590,31,unknown,983.0,377.0,174,2,-5,none,,,,,
590,32,unknown,984.0,309.0,173,2,-4,none,,,,,
590,33,unknown,973.0,325.0,172,1,-1,none,,,,,
590,34,unknown,984.0,271.0,171,1,-2,none,,,,,
590,35,unknown,486.0,487.0,171,0,1,none,,,,,
590,36,unknown,487.0,394.0,170,1,2,none,,,,,
590,37,unknown,984.0,260.0,169,1,-3,none,,,,,
590,38,unknown,974.0,232.0,168,-2,0,none,,,,,
590,39,unknown,974.0,239.0,168,-1,0,none,,,,,
590,40,unknown,984.0,242.0,168,1,-2,none,,,,,
590,41,unknown,985.0,171.0,165,-1,-2,none,,,,,
590,42,unknown,487.0,434.0,165,2,1,none,,,,,
590,43,unknown,491.0,160.0,164,0,5,none,,,,,
590,44,unknown,975.0,178.0,164,-1,2,none,,,,,
590,45,unknown,975.0,204.0,164,1,-1,none,,,,,
590,46,unknown,975.0,155.0,161,0,0,none,,,,,
590,47,unknown,778.0,435.0,155,0,2,none,,,,,
590,48,unknown,779.0,364.0,151,0,2,none,,,,,
590,49,unknown,656.0,302.0,149,0,0,none,,,,,
590,50,unknown,591.0,348.0,146,0,1,none,,,,,
590,51,unknown,780.0,304.0,145,-1,4,none,,,,,
590,52,unknown,642.0,311.0,145,0,2,none,,,,,
590,53,unknown,585.0,353.0,145,0,2,none,,,,,
590,54,unknown,604.0,339.0,144,0,2,none,,,,,
590,55,unknown,551.0,394.0,144,0,2,none,,,,,
590,56,unknown,621.0,326.0,143,-1,3,none,,,,,
590,57,unknown,614.0,331.0,143,1,2,none,,,,,
590,58,unknown,634.0,317.0,141,0,1,none,,,,,
590,59,unknown,566.0,415.0,138,0,2,none,,,,,
590,60,unknown,583.0,279.0,137,0,4,none,,,,,
590,61,unknown,604.0,470.0,131,0,0,none,,,,,
590,62,unknown,671.0,431.0,130,0,2,none,,,,,
590,63,unknown,646.0,479.0,127,0,1,none,,,,,
590,64,unknown,828.0,247.0,124,0,2,none,,,,,
590,65,unknown,746.0,451.0,124,0,2,none,,,,,
590,66,unknown,768.0,471.0,123,0,3,none,,,,,
590,67,unknown,990.0,472.0,123,1,4,none,,,,,
590,68,unknown,768.0,483.0,123,0,3,none,,,,,
590,69,unknown,990.0,429.0,120,0,3,none,,,,,
590,70,unknown,990.0,453.0,120,0,4,none,,,,,
590,71,unknown,948.0,421.0,118,0,3,none,,,,,
590,72,unknown,989.0,504.0,117,0,4,none,,,,,
590,73,unknown,989.0,512.0,117,1,4,none,,,,,
590,74,unknown,990.0,362.0,116,0,3,none,,,,,
590,75,unknown,724.0,380.0,115,-2,6,none,,,,,
606,0,unknown,685.0,404.0,248,4,0,none,,,,,
606,1,unknown,645.0,427.0,201,2,4,none,,,,,
606,2,unknown,631.0,438.0,201,2,4,none,,,,,
606,3,unknown,659.0,416.0,200,3,2,none,,,,,
606,4,unknown,597.0,431.0,200,2,3,none,,,,,
606,5,unknown,665.0,411.0,198,5,2,none,,,,,
606,6,unknown,709.0,374.0,193,5,0,none,,,,,
606,7,unknown,573.0,399.0,192,1,3,none,,,,,
606,8,unknown,614.0,346.0,191,1,3,none,,,,,
606,9,unknown,603.0,354.0,191,0,4,none,,,,,
606,10,unknown,688.0,393.0,191,5,2,none,,,,,
606,11,unknown,595.0,360.0,190,-1,4,none,,,,,
606,12,unknown,692.0,350.0,187,3,2,none,,,,,
606,13,unknown,573.0,377.0,187,2,2,none,,,,,
606,14,unknown,625.0,338.0,186,2,2,none,,,,,
606,15,unknown,701.0,363.0,186,4,2,none,,,,,
606,16,unknown,491.0,304.0,182,0,4,none,,,,,
606,17,unknown,665.0,309.0,181,0,1,none,,,,,
606,18,unknown,635.0,330.0,181,3,2,none,,,,,
606,19,unknown,658.0,314.0,179,3,2,none,,,,,
606,20,unknown,645.0,323.0,179,2,1,none,,,,,
606,21,unknown,982.0,476.0,179,2,-4,none,,,,,
606,22,unknown,974.0,416.0,175,0,-2,none,,,,,
606,23,unknown,984.0,422.0,175,2,-4,none,,,,,
606,24,unknown,974.0,383.0,174,0,-2,none,,,,,
606,25,unknown,489.0,436.0,171,0,1,none,,,,,
606,26,unknown,987.0,249.0,169,1,-3,none,,,,,
606,27,unknown,487.0,532.0,157,-1,2,none,,,,,
606,28,unknown,779.0,520.0,155,0,2,none,,,,,
606,29,unknown,780.0,439.0,152,0,2,none,,,,,
606,30,unknown,783.0,243.0,149,-2,5,none,,,,,
606,31,unknown,783.0,252.0,148,-2,5,none,,,,,
606,32,unknown,782.0,304.0,148,-1,4,none,,,,,
606,33,unknown,635.0,316.0,148,0,2,none,,,,,
606,34,unknown,649.0,306.0,147,0,1,none,,,,,
606,35,unknown,601.0,341.0,147,0,2,none,,,,,
606,36,unknown,576.0,359.0,147,0,1,none,,,,,
606,37,unknown,780.0,461.0,147,0,2,none,,,,,
606,38,unknown,591.0,348.0,146,0,2,none,,,,,
606,39,unknown,548.0,380.0,145,0,1,none,,,,,
606,40,unknown,480.0,336.0,144,0,4,none,,,,,
606,41,unknown,781.0,393.0,144,0,2,none,,,,,
606,42,unknown,612.0,333.0,141,0,4,none,,,,,
606,43,unknown,671.0,297.0,139,0,1,none,,,,,
606,44,unknown,567.0,412.0,138,0,1,none,,,,,
606,45,unknown,480.0,440.0,135,-1,4,none,,,,,
606,46,unknown,691.0,411.0,132,0,4,none,,,,,
606,47,unknown,702.0,341.0,130,0,2,none,,,,,
606,48,unknown,607.0,470.0,130,0,0,none,,,,,
606,49,unknown,705.0,399.0,129,0,2,none,,,,,
606,50,unknown,769.0,532.0,124,0,1,none,,,,,
606,51,unknown,688.0,323.0,119,-1,5,none,,,,,
612,0,unknown,683.0,405.0,239,10,-1,none,,,,,
612,1,unknown,621.0,445.0,205,3,3,none,,,,,
612,2,unknown,645.0,426.0,202,2,3,none,,,,,
612,3,unknown,661.0,413.0,200,3,2,none,,,,,
612,4,unknown,596.0,428.0,199,3,2,none,,,,,
612,5,unknown,674.0,403.0,197,3,4,none,,,,,
612,6,unknown,689.0,391.0,192,4,3,none,,,,,
612,7,unknown,580.0,406.0,192,5,0,none,,,,,
612,8,unknown,571.0,394.0,191,3,3,none,,,,,
612,9,unknown,615.0,344.0,189,1,2,none,,,,,
612,10,unknown,666.0,308.0,187,0,0,none,,,,,
612,11,unknown,583.0,368.0,187,3,2,none,,,,,
612,12,unknown,574.0,375.0,186,5,1,none,,,,,
612,13,unknown,973.0,497.0,182,1,-3,none,,,,,
612,14,unknown,973.0,509.0,182,1,-4,none,,,,,
612,15,unknown,492.0,258.0,181,0,4,none,,,,,
612,16,unknown,984.0,463.0,180,2,-4,none,,,,,
612,17,unknown,649.0,319.0,179,2,1,none,,,,,
612,18,unknown,673.0,319.0,179,3,2,none,,,,,
612,19,unknown,974.0,444.0,179,1,-2,none,,,,,
612,20,unknown,974.0,474.0,179,1,-3,none,,,,,
612,21,unknown,656.0,314.0,178,4,1,none,,,,,
612,22,unknown,980.0,532.0,178,1,-2,none,,,,,
612,23,unknown,493.0,192.0,177,0,5,none,,,,,
612,24,unknown,984.0,437.0,177,3,-5,none,,,,,
612,25,unknown,975.0,378.0,174,1,-3,none,,,,,
612,26,unknown,985.0,387.0,174,2,-5,none,,,,,
612,27,unknown,985.0,393.0,174,2,-5,none,,,,,
612,28,unknown,975.0,403.0,174,0,-2,none,,,,,
612,29,unknown,988.0,255.0,171,-1,2,none,,,,,
612,30,unknown,978.0,225.0,165,1,-3,none,,,,,
612,31,unknown,490.0,367.0,165,0,1,none,,,,,
612,32,unknown,779.0,523.0,158,0,2,none,,,,,
612,33,unknown,780.0,474.0,154,0,2,none,,,,,
612,34,unknown,783.0,287.0,151,-2,4,none,,,,,
612,35,unknown,662.0,296.0,148,0,0,none,,,,,
612,36,unknown,783.0,277.0,147,-1,4,none,,,,,
612,37,unknown,783.0,296.0,147,-1,4,none,,,,,
612,38,unknown,559.0,371.0,147,0,1,none,,,,,
612,39,unknown,782.0,350.0,146,-1,4,none,,,,,
612,40,unknown,784.0,216.0,145,-1,5,none,,,,,
612,41,unknown,566.0,366.0,145,1,0,none,,,,,
612,42,unknown,548.0,382.0,145,0,1,none,,,,,
612,43,unknown,781.0,421.0,145,0,1,none,,,,,
612,44,unknown,645.0,308.0,144,0,1,none,,,,,
612,45,unknown,639.0,312.0,144,0,1,none,,,,,
612,46,unknown,629.0,319.0,144,1,2,none,,,,,
612,47,unknown,603.0,338.0,144,0,1,none,,,,,
612,48,unknown,575.0,359.0,144,0,2,none,,,,,
612,49,unknown,782.0,377.0,144,0,2,none,,,,,
612,50,unknown,781.0,407.0,144,0,2,none,,,,,
612,51,unknown,481.0,316.0,143,0,5,none,,,,,
612,52,unknown,613.0,331.0,143,1,2,none,,,,,
612,53,unknown,782.0,332.0,143,-1,4,none,,,,,
612,54,unknown,588.0,349.0,143,0,2,none,,,,,
612,55,unknown,566.0,408.0,140,0,1,none,,,,,
612,56,unknown,570.0,414.0,137,0,2,none,,,,,
612,57,unknown,674.0,299.0,136,0,2,none,,,,,
